Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,5.0,14.5,1.5,2.5,14.0,-1.5,15.0
OB,-5.0,0.0,9.5,-3.5,-2.5,9.0,-6.5,10.0
롯데,-14.5,-9.5,0.0,-13.0,-12.0,-0.5,-16.0,0.5
삼성,-1.5,3.5,13.0,0.0,1.0,12.5,-3.0,13.5
쌍방울,-2.5,2.5,12.0,-1.0,0.0,11.5,-4.0,12.5
한화,-14.0,-9.0,0.5,-12.5,-11.5,0.0,-15.5,1.0
해태,1.5,6.5,16.0,3.0,4.0,15.5,0.0,16.5
현대,-15.0,-10.0,-0.5,-13.5,-12.5,-1.0,-16.5,0.0
