Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,2.0,-0.5,-1.0,14.0,7.0,8.0,3.5
두산,-2.0,0.0,-2.5,-3.0,12.0,5.0,6.0,1.5
롯데,0.5,2.5,0.0,-0.5,14.5,7.5,8.5,4.0
삼성,1.0,3.0,0.5,0.0,15.0,8.0,9.0,4.5
쌍방울,-14.0,-12.0,-14.5,-15.0,0.0,-7.0,-6.0,-10.5
한화,-7.0,-5.0,-7.5,-8.0,7.0,0.0,1.0,-3.5
해태,-8.0,-6.0,-8.5,-9.0,6.0,-1.0,0.0,-4.5
현대,-3.5,-1.5,-4.0,-4.5,10.5,3.5,4.5,0.0
