Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,8.0,-6.0,3.0,-3.0,2.0,6.0,-6.0
SK,-8.0,0.0,-14.0,-5.0,-11.0,-6.0,-2.0,-14.0
두산,6.0,14.0,0.0,9.0,3.0,8.0,12.0,0.0
롯데,-3.0,5.0,-9.0,0.0,-6.0,-1.0,3.0,-9.0
삼성,3.0,11.0,-3.0,6.0,0.0,5.0,9.0,-3.0
한화,-2.0,6.0,-8.0,1.0,-5.0,0.0,4.0,-8.0
해태,-6.0,2.0,-12.0,-3.0,-9.0,-4.0,0.0,-12.0
현대,6.0,14.0,0.0,9.0,3.0,8.0,12.0,0.0
