Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,22.0,14.5,-6.0,-2.0,5.5,1.5
OB,-22.0,0.0,-7.5,-28.0,-24.0,-16.5,-20.5
롯데,-14.5,7.5,0.0,-20.5,-16.5,-9.0,-13.0
빙그레,6.0,28.0,20.5,0.0,4.0,11.5,7.5
삼성,2.0,24.0,16.5,-4.0,0.0,7.5,3.5
태평양,-5.5,16.5,9.0,-11.5,-7.5,0.0,-4.0
해태,-1.5,20.5,13.0,-7.5,-3.5,4.0,0.0
