Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,0.0,3.0,9.5,26.0,20.5,14.5,8.5
OB,0.0,0.0,3.0,9.5,26.0,20.5,14.5,8.5
롯데,-3.0,-3.0,0.0,6.5,23.0,17.5,11.5,5.5
삼성,-9.5,-9.5,-6.5,0.0,16.5,11.0,5.0,-1.0
쌍방울,-26.0,-26.0,-23.0,-16.5,0.0,-5.5,-11.5,-17.5
태평양,-20.5,-20.5,-17.5,-11.0,5.5,0.0,-6.0,-12.0
한화,-14.5,-14.5,-11.5,-5.0,11.5,6.0,0.0,-6.0
해태,-8.5,-8.5,-5.5,1.0,17.5,12.0,6.0,0.0
