Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,30.0,24.0,1.0,3.0,11.5,1.5
OB,-30.0,0.0,-6.0,-29.0,-27.0,-18.5,-28.5
롯데,-24.0,6.0,0.0,-23.0,-21.0,-12.5,-22.5
빙그레,-1.0,29.0,23.0,0.0,2.0,10.5,0.5
삼성,-3.0,27.0,21.0,-2.0,0.0,8.5,-1.5
태평양,-11.5,18.5,12.5,-10.5,-8.5,0.0,-10.0
해태,-1.5,28.5,22.5,-0.5,1.5,10.0,0.0
