Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-6.0,-10.0,-3.0,17.5,3.0,0.0,-3.5
두산,6.0,0.0,-4.0,3.0,23.5,9.0,6.0,2.5
롯데,10.0,4.0,0.0,7.0,27.5,13.0,10.0,6.5
삼성,3.0,-3.0,-7.0,0.0,20.5,6.0,3.0,-0.5
쌍방울,-17.5,-23.5,-27.5,-20.5,0.0,-14.5,-17.5,-21.0
한화,-3.0,-9.0,-13.0,-6.0,14.5,0.0,-3.0,-6.5
해태,0.0,-6.0,-10.0,-3.0,17.5,3.0,0.0,-3.5
현대,3.5,-2.5,-6.5,0.5,21.0,6.5,3.5,0.0
