Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,15.5,7.5,0.0,2.5,4.5,4.0
OB,-15.5,0.0,-8.0,-15.5,-13.0,-11.0,-11.5
롯데,-7.5,8.0,0.0,-7.5,-5.0,-3.0,-3.5
빙그레,0.0,15.5,7.5,0.0,2.5,4.5,4.0
삼성,-2.5,13.0,5.0,-2.5,0.0,2.0,1.5
태평양,-4.5,11.0,3.0,-4.5,-2.0,0.0,-0.5
해태,-4.0,11.5,3.5,-4.0,-1.5,0.5,0.0
