Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.5,-19.0,2.5,-10.5,-2.0,-7.5,6.0
LG,1.5,0.0,-17.5,4.0,-9.0,-0.5,-6.0,7.5
SK,19.0,17.5,0.0,21.5,8.5,17.0,11.5,25.0
넥센,-2.5,-4.0,-21.5,0.0,-13.0,-4.5,-10.0,3.5
두산,10.5,9.0,-8.5,13.0,0.0,8.5,3.0,16.5
롯데,2.0,0.5,-17.0,4.5,-8.5,0.0,-5.5,8.0
삼성,7.5,6.0,-11.5,10.0,-3.0,5.5,0.0,13.5
한화,-6.0,-7.5,-25.0,-3.5,-16.5,-8.0,-13.5,0.0
