Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,4.0,-17.0,-1.0,13.0,-11.5,-9.0,-2.5,-18.0,0.0
LG,-4.0,0.0,-21.0,-5.0,9.0,-15.5,-13.0,-6.5,-22.0,-4.0
NC,17.0,21.0,0.0,16.0,30.0,5.5,8.0,14.5,-1.0,17.0
SK,1.0,5.0,-16.0,0.0,14.0,-10.5,-8.0,-1.5,-17.0,1.0
kt,-13.0,-9.0,-30.0,-14.0,0.0,-24.5,-22.0,-15.5,-31.0,-13.0
넥센,11.5,15.5,-5.5,10.5,24.5,0.0,2.5,9.0,-6.5,11.5
두산,9.0,13.0,-8.0,8.0,22.0,-2.5,0.0,6.5,-9.0,9.0
롯데,2.5,6.5,-14.5,1.5,15.5,-9.0,-6.5,0.0,-15.5,2.5
삼성,18.0,22.0,1.0,17.0,31.0,6.5,9.0,15.5,0.0,18.0
한화,0.0,4.0,-17.0,-1.0,13.0,-11.5,-9.0,-2.5,-18.0,0.0
