Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,8.0,-7.0,3.0,-4.0,3.5,5.5,-9.0
SK,-8.0,0.0,-15.0,-5.0,-12.0,-4.5,-2.5,-17.0
두산,7.0,15.0,0.0,10.0,3.0,10.5,12.5,-2.0
롯데,-3.0,5.0,-10.0,0.0,-7.0,0.5,2.5,-12.0
삼성,4.0,12.0,-3.0,7.0,0.0,7.5,9.5,-5.0
한화,-3.5,4.5,-10.5,-0.5,-7.5,0.0,2.0,-12.5
해태,-5.5,2.5,-12.5,-2.5,-9.5,-2.0,0.0,-14.5
현대,9.0,17.0,2.0,12.0,5.0,12.5,14.5,0.0
