Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,0.0,6.5,8.5,11.0,13.0,7.5,9.5
OB,0.0,0.0,6.5,8.5,11.0,13.0,7.5,9.5
롯데,-6.5,-6.5,0.0,2.0,4.5,6.5,1.0,3.0
삼성,-8.5,-8.5,-2.0,0.0,2.5,4.5,-1.0,1.0
쌍방울,-11.0,-11.0,-4.5,-2.5,0.0,2.0,-3.5,-1.5
태평양,-13.0,-13.0,-6.5,-4.5,-2.0,0.0,-5.5,-3.5
한화,-7.5,-7.5,-1.0,1.0,3.5,5.5,0.0,2.0
해태,-9.5,-9.5,-3.0,-1.0,1.5,3.5,-2.0,0.0
