Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-14.0,2.0,-6.0,-10.0,-10.0,-6.5,-15.0,15.5
LG,14.0,0.0,16.0,8.0,4.0,4.0,7.5,-1.0,29.5
NC,-2.0,-16.0,0.0,-8.0,-12.0,-12.0,-8.5,-17.0,13.5
SK,6.0,-8.0,8.0,0.0,-4.0,-4.0,-0.5,-9.0,21.5
넥센,10.0,-4.0,12.0,4.0,0.0,0.0,3.5,-5.0,25.5
두산,10.0,-4.0,12.0,4.0,0.0,0.0,3.5,-5.0,25.5
롯데,6.5,-7.5,8.5,0.5,-3.5,-3.5,0.0,-8.5,22.0
삼성,15.0,1.0,17.0,9.0,5.0,5.0,8.5,0.0,30.5
한화,-15.5,-29.5,-13.5,-21.5,-25.5,-25.5,-22.0,-30.5,0.0
