Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-0.5,5.5,-8.0,-7.5,-0.5,-9.0
OB,0.5,0.0,6.0,-7.5,-7.0,0.0,-8.5
롯데,-5.5,-6.0,0.0,-13.5,-13.0,-6.0,-14.5
빙그레,8.0,7.5,13.5,0.0,0.5,7.5,-1.0
삼성,7.5,7.0,13.0,-0.5,0.0,7.0,-1.5
태평양,0.5,0.0,6.0,-7.5,-7.0,0.0,-8.5
해태,9.0,8.5,14.5,1.0,1.5,8.5,0.0
