Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,6.5,-9.0,3.0,18.0,-4.5,-6.0,5.0,-13.0,1.0
LG,-6.5,0.0,-15.5,-3.5,11.5,-11.0,-12.5,-1.5,-19.5,-5.5
NC,9.0,15.5,0.0,12.0,27.0,4.5,3.0,14.0,-4.0,10.0
SK,-3.0,3.5,-12.0,0.0,15.0,-7.5,-9.0,2.0,-16.0,-2.0
kt,-18.0,-11.5,-27.0,-15.0,0.0,-22.5,-24.0,-13.0,-31.0,-17.0
넥센,4.5,11.0,-4.5,7.5,22.5,0.0,-1.5,9.5,-8.5,5.5
두산,6.0,12.5,-3.0,9.0,24.0,1.5,0.0,11.0,-7.0,7.0
롯데,-5.0,1.5,-14.0,-2.0,13.0,-9.5,-11.0,0.0,-18.0,-4.0
삼성,13.0,19.5,4.0,16.0,31.0,8.5,7.0,18.0,0.0,14.0
한화,-1.0,5.5,-10.0,2.0,17.0,-5.5,-7.0,4.0,-14.0,0.0
