Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,5.0,-5.0,0.0,-4.0,3.0,0.0,-7.0
SK,-5.0,0.0,-10.0,-5.0,-9.0,-2.0,-5.0,-12.0
두산,5.0,10.0,0.0,5.0,1.0,8.0,5.0,-2.0
롯데,0.0,5.0,-5.0,0.0,-4.0,3.0,0.0,-7.0
삼성,4.0,9.0,-1.0,4.0,0.0,7.0,4.0,-3.0
한화,-3.0,2.0,-8.0,-3.0,-7.0,0.0,-3.0,-10.0
해태,0.0,5.0,-5.0,0.0,-4.0,3.0,0.0,-7.0
현대,7.0,12.0,2.0,7.0,3.0,10.0,7.0,0.0
