Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,16.0,-2.5,4.0,2.0,10.0,6.5,-8.5
SK,-16.0,0.0,-18.5,-12.0,-14.0,-6.0,-9.5,-24.5
두산,2.5,18.5,0.0,6.5,4.5,12.5,9.0,-6.0
롯데,-4.0,12.0,-6.5,0.0,-2.0,6.0,2.5,-12.5
삼성,-2.0,14.0,-4.5,2.0,0.0,8.0,4.5,-10.5
한화,-10.0,6.0,-12.5,-6.0,-8.0,0.0,-3.5,-18.5
해태,-6.5,9.5,-9.0,-2.5,-4.5,3.5,0.0,-15.0
현대,8.5,24.5,6.0,12.5,10.5,18.5,15.0,0.0
