Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,2.0,-11.5,1.5,12.5,-9.0,-18.0,5.5,6.0,4.0
LG,-2.0,0.0,-13.5,-0.5,10.5,-11.0,-20.0,3.5,4.0,2.0
NC,11.5,13.5,0.0,13.0,24.0,2.5,-6.5,17.0,17.5,15.5
SK,-1.5,0.5,-13.0,0.0,11.0,-10.5,-19.5,4.0,4.5,2.5
kt,-12.5,-10.5,-24.0,-11.0,0.0,-21.5,-30.5,-7.0,-6.5,-8.5
넥센,9.0,11.0,-2.5,10.5,21.5,0.0,-9.0,14.5,15.0,13.0
두산,18.0,20.0,6.5,19.5,30.5,9.0,0.0,23.5,24.0,22.0
롯데,-5.5,-3.5,-17.0,-4.0,7.0,-14.5,-23.5,0.0,0.5,-1.5
삼성,-6.0,-4.0,-17.5,-4.5,6.5,-15.0,-24.0,-0.5,0.0,-2.0
한화,-4.0,-2.0,-15.5,-2.5,8.5,-13.0,-22.0,1.5,2.0,0.0
