Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,6.0,-12.0,2.0,16.0,-9.5,-8.0,0.5,-16.0,1.0
LG,-6.0,0.0,-18.0,-4.0,10.0,-15.5,-14.0,-5.5,-22.0,-5.0
NC,12.0,18.0,0.0,14.0,28.0,2.5,4.0,12.5,-4.0,13.0
SK,-2.0,4.0,-14.0,0.0,14.0,-11.5,-10.0,-1.5,-18.0,-1.0
kt,-16.0,-10.0,-28.0,-14.0,0.0,-25.5,-24.0,-15.5,-32.0,-15.0
넥센,9.5,15.5,-2.5,11.5,25.5,0.0,1.5,10.0,-6.5,10.5
두산,8.0,14.0,-4.0,10.0,24.0,-1.5,0.0,8.5,-8.0,9.0
롯데,-0.5,5.5,-12.5,1.5,15.5,-10.0,-8.5,0.0,-16.5,0.5
삼성,16.0,22.0,4.0,18.0,32.0,6.5,8.0,16.5,0.0,17.0
한화,-1.0,5.0,-13.0,1.0,15.0,-10.5,-9.0,-0.5,-17.0,0.0
