Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,5.0,6.0,-4.5,2.0,1.5,6.5,-13.5
OB,-5.0,0.0,1.0,-9.5,-3.0,-3.5,1.5,-18.5
롯데,-6.0,-1.0,0.0,-10.5,-4.0,-4.5,0.5,-19.5
삼성,4.5,9.5,10.5,0.0,6.5,6.0,11.0,-9.0
쌍방울,-2.0,3.0,4.0,-6.5,0.0,-0.5,4.5,-15.5
한화,-1.5,3.5,4.5,-6.0,0.5,0.0,5.0,-15.0
해태,-6.5,-1.5,-0.5,-11.0,-4.5,-5.0,0.0,-20.0
현대,13.5,18.5,19.5,9.0,15.5,15.0,20.0,0.0
