Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,4.0,-18.0,-2.0,15.0,-10.5,-10.0,1.5,-19.0,0.0
LG,-4.0,0.0,-22.0,-6.0,11.0,-14.5,-14.0,-2.5,-23.0,-4.0
NC,18.0,22.0,0.0,16.0,33.0,7.5,8.0,19.5,-1.0,18.0
SK,2.0,6.0,-16.0,0.0,17.0,-8.5,-8.0,3.5,-17.0,2.0
kt,-15.0,-11.0,-33.0,-17.0,0.0,-25.5,-25.0,-13.5,-34.0,-15.0
넥센,10.5,14.5,-7.5,8.5,25.5,0.0,0.5,12.0,-8.5,10.5
두산,10.0,14.0,-8.0,8.0,25.0,-0.5,0.0,11.5,-9.0,10.0
롯데,-1.5,2.5,-19.5,-3.5,13.5,-12.0,-11.5,0.0,-20.5,-1.5
삼성,19.0,23.0,1.0,17.0,34.0,8.5,9.0,20.5,0.0,19.0
한화,0.0,4.0,-18.0,-2.0,15.0,-10.5,-10.0,1.5,-19.0,0.0
