Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,6.0,-8.5,2.0,-4.5,-3.0,-15.0,10.0
LG,-6.0,0.0,-14.5,-4.0,-10.5,-9.0,-21.0,4.0
SK,8.5,14.5,0.0,10.5,4.0,5.5,-6.5,18.5
넥센,-2.0,4.0,-10.5,0.0,-6.5,-5.0,-17.0,8.0
두산,4.5,10.5,-4.0,6.5,0.0,1.5,-10.5,14.5
롯데,3.0,9.0,-5.5,5.0,-1.5,0.0,-12.0,13.0
삼성,15.0,21.0,6.5,17.0,10.5,12.0,0.0,25.0
한화,-10.0,-4.0,-18.5,-8.0,-14.5,-13.0,-25.0,0.0
