Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,12.5,13.5,10.5,22.0,6.0,8.5,7.0
OB,-12.5,0.0,1.0,-2.0,9.5,-6.5,-4.0,-5.5
롯데,-13.5,-1.0,0.0,-3.0,8.5,-7.5,-5.0,-6.5
삼성,-10.5,2.0,3.0,0.0,11.5,-4.5,-2.0,-3.5
쌍방울,-22.0,-9.5,-8.5,-11.5,0.0,-16.0,-13.5,-15.0
태평양,-6.0,6.5,7.5,4.5,16.0,0.0,2.5,1.0
한화,-8.5,4.0,5.0,2.0,13.5,-2.5,0.0,-1.5
해태,-7.0,5.5,6.5,3.5,15.0,-1.0,1.5,0.0
