Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-7.5,-9.5,-6.0,25.5,-3.0,0.0,-4.5
두산,7.5,0.0,-2.0,1.5,33.0,4.5,7.5,3.0
롯데,9.5,2.0,0.0,3.5,35.0,6.5,9.5,5.0
삼성,6.0,-1.5,-3.5,0.0,31.5,3.0,6.0,1.5
쌍방울,-25.5,-33.0,-35.0,-31.5,0.0,-28.5,-25.5,-30.0
한화,3.0,-4.5,-6.5,-3.0,28.5,0.0,3.0,-1.5
해태,0.0,-7.5,-9.5,-6.0,25.5,-3.0,0.0,-4.5
현대,4.5,-3.0,-5.0,-1.5,30.0,1.5,4.5,0.0
