Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-1.0,4.5,-11.0,-7.0,-4.0,-10.5
OB,1.0,0.0,5.5,-10.0,-6.0,-3.0,-9.5
롯데,-4.5,-5.5,0.0,-15.5,-11.5,-8.5,-15.0
빙그레,11.0,10.0,15.5,0.0,4.0,7.0,0.5
삼성,7.0,6.0,11.5,-4.0,0.0,3.0,-3.5
태평양,4.0,3.0,8.5,-7.0,-3.0,0.0,-6.5
해태,10.5,9.5,15.0,-0.5,3.5,6.5,0.0
