Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,2.0,-12.5,-3.5,4.5,-7.0,-18.0,-0.5,3.0,2.0
LG,-2.0,0.0,-14.5,-5.5,2.5,-9.0,-20.0,-2.5,1.0,0.0
NC,12.5,14.5,0.0,9.0,17.0,5.5,-5.5,12.0,15.5,14.5
SK,3.5,5.5,-9.0,0.0,8.0,-3.5,-14.5,3.0,6.5,5.5
kt,-4.5,-2.5,-17.0,-8.0,0.0,-11.5,-22.5,-5.0,-1.5,-2.5
넥센,7.0,9.0,-5.5,3.5,11.5,0.0,-11.0,6.5,10.0,9.0
두산,18.0,20.0,5.5,14.5,22.5,11.0,0.0,17.5,21.0,20.0
롯데,0.5,2.5,-12.0,-3.0,5.0,-6.5,-17.5,0.0,3.5,2.5
삼성,-3.0,-1.0,-15.5,-6.5,1.5,-10.0,-21.0,-3.5,0.0,-1.0
한화,-2.0,0.0,-14.5,-5.5,2.5,-9.0,-20.0,-2.5,1.0,0.0
