Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,11.5,4.5,-1.0,1.5,1.5,2.0
OB,-11.5,0.0,-7.0,-12.5,-10.0,-10.0,-9.5
롯데,-4.5,7.0,0.0,-5.5,-3.0,-3.0,-2.5
빙그레,1.0,12.5,5.5,0.0,2.5,2.5,3.0
삼성,-1.5,10.0,3.0,-2.5,0.0,0.0,0.5
태평양,-1.5,10.0,3.0,-2.5,0.0,0.0,0.5
해태,-2.0,9.5,2.5,-3.0,-0.5,-0.5,0.0
