Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-3.0,-14.0,-2.5,-0.5,-5.0,-17.0,-2.5,-1.5,1.0
LG,3.0,0.0,-11.0,0.5,2.5,-2.0,-14.0,0.5,1.5,4.0
NC,14.0,11.0,0.0,11.5,13.5,9.0,-3.0,11.5,12.5,15.0
SK,2.5,-0.5,-11.5,0.0,2.0,-2.5,-14.5,0.0,1.0,3.5
kt,0.5,-2.5,-13.5,-2.0,0.0,-4.5,-16.5,-2.0,-1.0,1.5
넥센,5.0,2.0,-9.0,2.5,4.5,0.0,-12.0,2.5,3.5,6.0
두산,17.0,14.0,3.0,14.5,16.5,12.0,0.0,14.5,15.5,18.0
롯데,2.5,-0.5,-11.5,0.0,2.0,-2.5,-14.5,0.0,1.0,3.5
삼성,1.5,-1.5,-12.5,-1.0,1.0,-3.5,-15.5,-1.0,0.0,2.5
한화,-1.0,-4.0,-15.0,-3.5,-1.5,-6.0,-18.0,-3.5,-2.5,0.0
