Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,7.5,-10.0,3.0,17.0,-3.5,-6.0,4.0,-13.0,1.0
LG,-7.5,0.0,-17.5,-4.5,9.5,-11.0,-13.5,-3.5,-20.5,-6.5
NC,10.0,17.5,0.0,13.0,27.0,6.5,4.0,14.0,-3.0,11.0
SK,-3.0,4.5,-13.0,0.0,14.0,-6.5,-9.0,1.0,-16.0,-2.0
kt,-17.0,-9.5,-27.0,-14.0,0.0,-20.5,-23.0,-13.0,-30.0,-16.0
넥센,3.5,11.0,-6.5,6.5,20.5,0.0,-2.5,7.5,-9.5,4.5
두산,6.0,13.5,-4.0,9.0,23.0,2.5,0.0,10.0,-7.0,7.0
롯데,-4.0,3.5,-14.0,-1.0,13.0,-7.5,-10.0,0.0,-17.0,-3.0
삼성,13.0,20.5,3.0,16.0,30.0,9.5,7.0,17.0,0.0,14.0
한화,-1.0,6.5,-11.0,2.0,16.0,-4.5,-7.0,3.0,-14.0,0.0
