Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-2.0,-13.0,1.5,15.5,-8.0,-22.0,5.5,5.0,5.0
LG,2.0,0.0,-11.0,3.5,17.5,-6.0,-20.0,7.5,7.0,7.0
NC,13.0,11.0,0.0,14.5,28.5,5.0,-9.0,18.5,18.0,18.0
SK,-1.5,-3.5,-14.5,0.0,14.0,-9.5,-23.5,4.0,3.5,3.5
kt,-15.5,-17.5,-28.5,-14.0,0.0,-23.5,-37.5,-10.0,-10.5,-10.5
넥센,8.0,6.0,-5.0,9.5,23.5,0.0,-14.0,13.5,13.0,13.0
두산,22.0,20.0,9.0,23.5,37.5,14.0,0.0,27.5,27.0,27.0
롯데,-5.5,-7.5,-18.5,-4.0,10.0,-13.5,-27.5,0.0,-0.5,-0.5
삼성,-5.0,-7.0,-18.0,-3.5,10.5,-13.0,-27.0,0.5,0.0,0.0
한화,-5.0,-7.0,-18.0,-3.5,10.5,-13.0,-27.0,0.5,0.0,0.0
