Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,9.0,-6.0,3.0,-2.0,3.0,7.0,-6.0
SK,-9.0,0.0,-15.0,-6.0,-11.0,-6.0,-2.0,-15.0
두산,6.0,15.0,0.0,9.0,4.0,9.0,13.0,0.0
롯데,-3.0,6.0,-9.0,0.0,-5.0,0.0,4.0,-9.0
삼성,2.0,11.0,-4.0,5.0,0.0,5.0,9.0,-4.0
한화,-3.0,6.0,-9.0,0.0,-5.0,0.0,4.0,-9.0
해태,-7.0,2.0,-13.0,-4.0,-9.0,-4.0,0.0,-13.0
현대,6.0,15.0,0.0,9.0,4.0,9.0,13.0,0.0
