Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,1.5,-3.5,-4.0,-14.5,-14.0,-17.5,-12.0
OB,-1.5,0.0,-5.0,-5.5,-16.0,-15.5,-19.0,-13.5
롯데,3.5,5.0,0.0,-0.5,-11.0,-10.5,-14.0,-8.5
삼성,4.0,5.5,0.5,0.0,-10.5,-10.0,-13.5,-8.0
쌍방울,14.5,16.0,11.0,10.5,0.0,0.5,-3.0,2.5
한화,14.0,15.5,10.5,10.0,-0.5,0.0,-3.5,2.0
해태,17.5,19.0,14.0,13.5,3.0,3.5,0.0,5.5
현대,12.0,13.5,8.5,8.0,-2.5,-2.0,-5.5,0.0
