Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-0.5,-26.0,5.5,-15.5,-11.5,-21.0,9.0
LG,0.5,0.0,-25.5,6.0,-15.0,-11.0,-20.5,9.5
SK,26.0,25.5,0.0,31.5,10.5,14.5,5.0,35.0
넥센,-5.5,-6.0,-31.5,0.0,-21.0,-17.0,-26.5,3.5
두산,15.5,15.0,-10.5,21.0,0.0,4.0,-5.5,24.5
롯데,11.5,11.0,-14.5,17.0,-4.0,0.0,-9.5,20.5
삼성,21.0,20.5,-5.0,26.5,5.5,9.5,0.0,30.0
한화,-9.0,-9.5,-35.0,-3.5,-24.5,-20.5,-30.0,0.0
