Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,10.0,12.0,4.5,26.0,5.5,16.0,10.5
LG,-10.0,0.0,2.0,-5.5,16.0,-4.5,6.0,0.5
SK,-12.0,-2.0,0.0,-7.5,14.0,-6.5,4.0,-1.5
두산,-4.5,5.5,7.5,0.0,21.5,1.0,11.5,6.0
롯데,-26.0,-16.0,-14.0,-21.5,0.0,-20.5,-10.0,-15.5
삼성,-5.5,4.5,6.5,-1.0,20.5,0.0,10.5,5.0
한화,-16.0,-6.0,-4.0,-11.5,10.0,-10.5,0.0,-5.5
현대,-10.5,-0.5,1.5,-6.0,15.5,-5.0,5.5,0.0
