Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,5.5,-4.5,0.5,15.0,-3.5,-5.0,2.0,-4.0,-2.0
LG,-5.5,0.0,-10.0,-5.0,9.5,-9.0,-10.5,-3.5,-9.5,-7.5
NC,4.5,10.0,0.0,5.0,19.5,1.0,-0.5,6.5,0.5,2.5
SK,-0.5,5.0,-5.0,0.0,14.5,-4.0,-5.5,1.5,-4.5,-2.5
kt,-15.0,-9.5,-19.5,-14.5,0.0,-18.5,-20.0,-13.0,-19.0,-17.0
넥센,3.5,9.0,-1.0,4.0,18.5,0.0,-1.5,5.5,-0.5,1.5
두산,5.0,10.5,0.5,5.5,20.0,1.5,0.0,7.0,1.0,3.0
롯데,-2.0,3.5,-6.5,-1.5,13.0,-5.5,-7.0,0.0,-6.0,-4.0
삼성,4.0,9.5,-0.5,4.5,19.0,0.5,-1.0,6.0,0.0,2.0
한화,2.0,7.5,-2.5,2.5,17.0,-1.5,-3.0,4.0,-2.0,0.0
