Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,1.0,-11.5,0.5,12.5,-8.0,-17.0,5.5,6.0,4.0
LG,-1.0,0.0,-12.5,-0.5,11.5,-9.0,-18.0,4.5,5.0,3.0
NC,11.5,12.5,0.0,12.0,24.0,3.5,-5.5,17.0,17.5,15.5
SK,-0.5,0.5,-12.0,0.0,12.0,-8.5,-17.5,5.0,5.5,3.5
kt,-12.5,-11.5,-24.0,-12.0,0.0,-20.5,-29.5,-7.0,-6.5,-8.5
넥센,8.0,9.0,-3.5,8.5,20.5,0.0,-9.0,13.5,14.0,12.0
두산,17.0,18.0,5.5,17.5,29.5,9.0,0.0,22.5,23.0,21.0
롯데,-5.5,-4.5,-17.0,-5.0,7.0,-13.5,-22.5,0.0,0.5,-1.5
삼성,-6.0,-5.0,-17.5,-5.5,6.5,-14.0,-23.0,-0.5,0.0,-2.0
한화,-4.0,-3.0,-15.5,-3.5,8.5,-12.0,-21.0,1.5,2.0,0.0
