Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,5.5,-7.0,-20.0,-15.0,0.0,-0.5,-26.0
OB,-5.5,0.0,-12.5,-25.5,-20.5,-5.5,-6.0,-31.5
롯데,7.0,12.5,0.0,-13.0,-8.0,7.0,6.5,-19.0
빙그레,20.0,25.5,13.0,0.0,5.0,20.0,19.5,-6.0
삼성,15.0,20.5,8.0,-5.0,0.0,15.0,14.5,-11.0
쌍방울,0.0,5.5,-7.0,-20.0,-15.0,0.0,-0.5,-26.0
태평양,0.5,6.0,-6.5,-19.5,-14.5,0.5,0.0,-25.5
해태,26.0,31.5,19.0,6.0,11.0,26.0,25.5,0.0
