Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,5.0,-16.0,-1.0,14.0,-10.5,-9.0,-1.5,-18.0,1.0
LG,-5.0,0.0,-21.0,-6.0,9.0,-15.5,-14.0,-6.5,-23.0,-4.0
NC,16.0,21.0,0.0,15.0,30.0,5.5,7.0,14.5,-2.0,17.0
SK,1.0,6.0,-15.0,0.0,15.0,-9.5,-8.0,-0.5,-17.0,2.0
kt,-14.0,-9.0,-30.0,-15.0,0.0,-24.5,-23.0,-15.5,-32.0,-13.0
넥센,10.5,15.5,-5.5,9.5,24.5,0.0,1.5,9.0,-7.5,11.5
두산,9.0,14.0,-7.0,8.0,23.0,-1.5,0.0,7.5,-9.0,10.0
롯데,1.5,6.5,-14.5,0.5,15.5,-9.0,-7.5,0.0,-16.5,2.5
삼성,18.0,23.0,2.0,17.0,32.0,7.5,9.0,16.5,0.0,19.0
한화,-1.0,4.0,-17.0,-2.0,13.0,-11.5,-10.0,-2.5,-19.0,0.0
