Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,2.0,2.0,0.0,0.0,2.0,2.5
OB,-2.0,0.0,0.0,-2.0,-2.0,0.0,0.5
롯데,-2.0,0.0,0.0,-2.0,-2.0,0.0,0.5
빙그레,0.0,2.0,2.0,0.0,0.0,2.0,2.5
삼성,0.0,2.0,2.0,0.0,0.0,2.0,2.5
태평양,-2.0,0.0,0.0,-2.0,-2.0,0.0,0.5
해태,-2.5,-0.5,-0.5,-2.5,-2.5,-0.5,0.0
