Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-3.0,-14.0,0.0,-16.5,-3.0,-2.0,-22.0,1.5
LG,3.0,0.0,-11.0,3.0,-13.5,0.0,1.0,-19.0,4.5
NC,14.0,11.0,0.0,14.0,-2.5,11.0,12.0,-8.0,15.5
SK,0.0,-3.0,-14.0,0.0,-16.5,-3.0,-2.0,-22.0,1.5
넥센,16.5,13.5,2.5,16.5,0.0,13.5,14.5,-5.5,18.0
두산,3.0,0.0,-11.0,3.0,-13.5,0.0,1.0,-19.0,4.5
롯데,2.0,-1.0,-12.0,2.0,-14.5,-1.0,0.0,-20.0,3.5
삼성,22.0,19.0,8.0,22.0,5.5,19.0,20.0,0.0,23.5
한화,-1.5,-4.5,-15.5,-1.5,-18.0,-4.5,-3.5,-23.5,0.0
