Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,4.5,-7.0,-1.0,16.0,-6.5,-7.0,2.0,-11.0,-1.0
LG,-4.5,0.0,-11.5,-5.5,11.5,-11.0,-11.5,-2.5,-15.5,-5.5
NC,7.0,11.5,0.0,6.0,23.0,0.5,0.0,9.0,-4.0,6.0
SK,1.0,5.5,-6.0,0.0,17.0,-5.5,-6.0,3.0,-10.0,0.0
kt,-16.0,-11.5,-23.0,-17.0,0.0,-22.5,-23.0,-14.0,-27.0,-17.0
넥센,6.5,11.0,-0.5,5.5,22.5,0.0,-0.5,8.5,-4.5,5.5
두산,7.0,11.5,0.0,6.0,23.0,0.5,0.0,9.0,-4.0,6.0
롯데,-2.0,2.5,-9.0,-3.0,14.0,-8.5,-9.0,0.0,-13.0,-3.0
삼성,11.0,15.5,4.0,10.0,27.0,4.5,4.0,13.0,0.0,10.0
한화,1.0,5.5,-6.0,0.0,17.0,-5.5,-6.0,3.0,-10.0,0.0
