Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,-0.5,4.5,10.0,27.5,22.5,18.0,9.0
OB,0.5,0.0,5.0,10.5,28.0,23.0,18.5,9.5
롯데,-4.5,-5.0,0.0,5.5,23.0,18.0,13.5,4.5
삼성,-10.0,-10.5,-5.5,0.0,17.5,12.5,8.0,-1.0
쌍방울,-27.5,-28.0,-23.0,-17.5,0.0,-5.0,-9.5,-18.5
태평양,-22.5,-23.0,-18.0,-12.5,5.0,0.0,-4.5,-13.5
한화,-18.0,-18.5,-13.5,-8.0,9.5,4.5,0.0,-9.0
해태,-9.0,-9.5,-4.5,1.0,18.5,13.5,9.0,0.0
