Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,7.5,13.0,16.5,4.5,20.5,25.5,-4.5
OB,-7.5,0.0,5.5,9.0,-3.0,13.0,18.0,-12.0
롯데,-13.0,-5.5,0.0,3.5,-8.5,7.5,12.5,-17.5
빙그레,-16.5,-9.0,-3.5,0.0,-12.0,4.0,9.0,-21.0
삼성,-4.5,3.0,8.5,12.0,0.0,16.0,21.0,-9.0
쌍방울,-20.5,-13.0,-7.5,-4.0,-16.0,0.0,5.0,-25.0
태평양,-25.5,-18.0,-12.5,-9.0,-21.0,-5.0,0.0,-30.0
해태,4.5,12.0,17.5,21.0,9.0,25.0,30.0,0.0
