Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-5.0,-10.0,-2.0,17.5,4.0,1.0,-2.5
두산,5.0,0.0,-5.0,3.0,22.5,9.0,6.0,2.5
롯데,10.0,5.0,0.0,8.0,27.5,14.0,11.0,7.5
삼성,2.0,-3.0,-8.0,0.0,19.5,6.0,3.0,-0.5
쌍방울,-17.5,-22.5,-27.5,-19.5,0.0,-13.5,-16.5,-20.0
한화,-4.0,-9.0,-14.0,-6.0,13.5,0.0,-3.0,-6.5
해태,-1.0,-6.0,-11.0,-3.0,16.5,3.0,0.0,-3.5
현대,2.5,-2.5,-7.5,0.5,20.0,6.5,3.5,0.0
