Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-8.5,-4.0,-24.5,-11.5,-12.0,-19.5
OB,8.5,0.0,4.5,-16.0,-3.0,-3.5,-11.0
롯데,4.0,-4.5,0.0,-20.5,-7.5,-8.0,-15.5
빙그레,24.5,16.0,20.5,0.0,13.0,12.5,5.0
삼성,11.5,3.0,7.5,-13.0,0.0,-0.5,-8.0
태평양,12.0,3.5,8.0,-12.5,0.5,0.0,-7.5
해태,19.5,11.0,15.5,-5.0,8.0,7.5,0.0
