Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,23.5,21.5,18.0,30.5,8.5,14.0,13.0
OB,-23.5,0.0,-2.0,-5.5,7.0,-15.0,-9.5,-10.5
롯데,-21.5,2.0,0.0,-3.5,9.0,-13.0,-7.5,-8.5
삼성,-18.0,5.5,3.5,0.0,12.5,-9.5,-4.0,-5.0
쌍방울,-30.5,-7.0,-9.0,-12.5,0.0,-22.0,-16.5,-17.5
태평양,-8.5,15.0,13.0,9.5,22.0,0.0,5.5,4.5
한화,-14.0,9.5,7.5,4.0,16.5,-5.5,0.0,-1.0
해태,-13.0,10.5,8.5,5.0,17.5,-4.5,1.0,0.0
