Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,24.0,-8.5,1.5,-7.0,13.0,9.5,-22.5
SK,-24.0,0.0,-32.5,-22.5,-31.0,-11.0,-14.5,-46.5
두산,8.5,32.5,0.0,10.0,1.5,21.5,18.0,-14.0
롯데,-1.5,22.5,-10.0,0.0,-8.5,11.5,8.0,-24.0
삼성,7.0,31.0,-1.5,8.5,0.0,20.0,16.5,-15.5
한화,-13.0,11.0,-21.5,-11.5,-20.0,0.0,-3.5,-35.5
해태,-9.5,14.5,-18.0,-8.0,-16.5,3.5,0.0,-32.0
현대,22.5,46.5,14.0,24.0,15.5,35.5,32.0,0.0
