Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,28.0,21.0,-2.0,1.0,9.5,1.5
OB,-28.0,0.0,-7.0,-30.0,-27.0,-18.5,-26.5
롯데,-21.0,7.0,0.0,-23.0,-20.0,-11.5,-19.5
빙그레,2.0,30.0,23.0,0.0,3.0,11.5,3.5
삼성,-1.0,27.0,20.0,-3.0,0.0,8.5,0.5
태평양,-9.5,18.5,11.5,-11.5,-8.5,0.0,-8.0
해태,-1.5,26.5,19.5,-3.5,-0.5,8.0,0.0
