Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,0.5,-6.5,-3.5,6.5,3.5,4.0,7.0
LG,-0.5,0.0,-7.0,-4.0,6.0,3.0,3.5,6.5
SK,6.5,7.0,0.0,3.0,13.0,10.0,10.5,13.5
두산,3.5,4.0,-3.0,0.0,10.0,7.0,7.5,10.5
롯데,-6.5,-6.0,-13.0,-10.0,0.0,-3.0,-2.5,0.5
삼성,-3.5,-3.0,-10.0,-7.0,3.0,0.0,0.5,3.5
한화,-4.0,-3.5,-10.5,-7.5,2.5,-0.5,0.0,3.0
히어로즈,-7.0,-6.5,-13.5,-10.5,-0.5,-3.5,-3.0,0.0
