Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,2.0,1.0,-0.5,-3.0,-5.0,-5.5,-8.0
OB,-2.0,0.0,-1.0,-2.5,-5.0,-7.0,-7.5,-10.0
롯데,-1.0,1.0,0.0,-1.5,-4.0,-6.0,-6.5,-9.0
삼성,0.5,2.5,1.5,0.0,-2.5,-4.5,-5.0,-7.5
쌍방울,3.0,5.0,4.0,2.5,0.0,-2.0,-2.5,-5.0
한화,5.0,7.0,6.0,4.5,2.0,0.0,-0.5,-3.0
해태,5.5,7.5,6.5,5.0,2.5,0.5,0.0,-2.5
현대,8.0,10.0,9.0,7.5,5.0,3.0,2.5,0.0
