Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-4.5,0.0,-14.0,-8.0,-6.5,-14.0
OB,4.5,0.0,4.5,-9.5,-3.5,-2.0,-9.5
롯데,0.0,-4.5,0.0,-14.0,-8.0,-6.5,-14.0
빙그레,14.0,9.5,14.0,0.0,6.0,7.5,0.0
삼성,8.0,3.5,8.0,-6.0,0.0,1.5,-6.0
태평양,6.5,2.0,6.5,-7.5,-1.5,0.0,-7.5
해태,14.0,9.5,14.0,0.0,6.0,7.5,0.0
