Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,0.0,-11.5,-0.5,13.5,-8.0,-19.0,4.5,4.0,2.0
LG,0.0,0.0,-11.5,-0.5,13.5,-8.0,-19.0,4.5,4.0,2.0
NC,11.5,11.5,0.0,11.0,25.0,3.5,-7.5,16.0,15.5,13.5
SK,0.5,0.5,-11.0,0.0,14.0,-7.5,-18.5,5.0,4.5,2.5
kt,-13.5,-13.5,-25.0,-14.0,0.0,-21.5,-32.5,-9.0,-9.5,-11.5
넥센,8.0,8.0,-3.5,7.5,21.5,0.0,-11.0,12.5,12.0,10.0
두산,19.0,19.0,7.5,18.5,32.5,11.0,0.0,23.5,23.0,21.0
롯데,-4.5,-4.5,-16.0,-5.0,9.0,-12.5,-23.5,0.0,-0.5,-2.5
삼성,-4.0,-4.0,-15.5,-4.5,9.5,-12.0,-23.0,0.5,0.0,-2.0
한화,-2.0,-2.0,-13.5,-2.5,11.5,-10.0,-21.0,2.5,2.0,0.0
