Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,2.0,6.0,-2.5,2.0,1.0,4.0,-11.0
OB,-2.0,0.0,4.0,-4.5,0.0,-1.0,2.0,-13.0
롯데,-6.0,-4.0,0.0,-8.5,-4.0,-5.0,-2.0,-17.0
삼성,2.5,4.5,8.5,0.0,4.5,3.5,6.5,-8.5
쌍방울,-2.0,0.0,4.0,-4.5,0.0,-1.0,2.0,-13.0
한화,-1.0,1.0,5.0,-3.5,1.0,0.0,3.0,-12.0
해태,-4.0,-2.0,2.0,-6.5,-2.0,-3.0,0.0,-15.0
현대,11.0,13.0,17.0,8.5,13.0,12.0,15.0,0.0
