Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,10.0,-16.0,-11.0,-4.0,-1.0,-6.0,3.0
LG,-10.0,0.0,-26.0,-21.0,-14.0,-11.0,-16.0,-7.0
SK,16.0,26.0,0.0,5.0,12.0,15.0,10.0,19.0
두산,11.0,21.0,-5.0,0.0,7.0,10.0,5.0,14.0
롯데,4.0,14.0,-12.0,-7.0,0.0,3.0,-2.0,7.0
삼성,1.0,11.0,-15.0,-10.0,-3.0,0.0,-5.0,4.0
한화,6.0,16.0,-10.0,-5.0,2.0,5.0,0.0,9.0
히어로즈,-3.0,7.0,-19.0,-14.0,-7.0,-4.0,-9.0,0.0
