Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,18.0,10.0,-3.5,-2.0,3.0,1.5
OB,-18.0,0.0,-8.0,-21.5,-20.0,-15.0,-16.5
롯데,-10.0,8.0,0.0,-13.5,-12.0,-7.0,-8.5
빙그레,3.5,21.5,13.5,0.0,1.5,6.5,5.0
삼성,2.0,20.0,12.0,-1.5,0.0,5.0,3.5
태평양,-3.0,15.0,7.0,-6.5,-5.0,0.0,-1.5
해태,-1.5,16.5,8.5,-5.0,-3.5,1.5,0.0
