Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,-0.5,0.5,1.0,2.0,-0.5,1.0,-4.5
LG,0.5,0.0,1.0,1.5,2.5,0.0,1.5,-4.0
SK,-0.5,-1.0,0.0,0.5,1.5,-1.0,0.5,-5.0
두산,-1.0,-1.5,-0.5,0.0,1.0,-1.5,0.0,-5.5
롯데,-2.0,-2.5,-1.5,-1.0,0.0,-2.5,-1.0,-6.5
삼성,0.5,0.0,1.0,1.5,2.5,0.0,1.5,-4.0
한화,-1.0,-1.5,-0.5,0.0,1.0,-1.5,0.0,-5.5
현대,4.5,4.0,5.0,5.5,6.5,4.0,5.5,0.0
