Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,29.5,23.5,0.0,1.0,10.5,0.5
OB,-29.5,0.0,-6.0,-29.5,-28.5,-19.0,-29.0
롯데,-23.5,6.0,0.0,-23.5,-22.5,-13.0,-23.0
빙그레,0.0,29.5,23.5,0.0,1.0,10.5,0.5
삼성,-1.0,28.5,22.5,-1.0,0.0,9.5,-0.5
태평양,-10.5,19.0,13.0,-10.5,-9.5,0.0,-10.0
해태,-0.5,29.0,23.0,-0.5,0.5,10.0,0.0
