Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,0.0,-12.0,-1.5,14.5,-8.0,-20.0,4.5,4.0,2.0
LG,0.0,0.0,-12.0,-1.5,14.5,-8.0,-20.0,4.5,4.0,2.0
NC,12.0,12.0,0.0,10.5,26.5,4.0,-8.0,16.5,16.0,14.0
SK,1.5,1.5,-10.5,0.0,16.0,-6.5,-18.5,6.0,5.5,3.5
kt,-14.5,-14.5,-26.5,-16.0,0.0,-22.5,-34.5,-10.0,-10.5,-12.5
넥센,8.0,8.0,-4.0,6.5,22.5,0.0,-12.0,12.5,12.0,10.0
두산,20.0,20.0,8.0,18.5,34.5,12.0,0.0,24.5,24.0,22.0
롯데,-4.5,-4.5,-16.5,-6.0,10.0,-12.5,-24.5,0.0,-0.5,-2.5
삼성,-4.0,-4.0,-16.0,-5.5,10.5,-12.0,-24.0,0.5,0.0,-2.0
한화,-2.0,-2.0,-14.0,-3.5,12.5,-10.0,-22.0,2.5,2.0,0.0
