Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.5,-20.0,1.5,-11.5,-4.0,-9.5,5.0
LG,1.5,0.0,-18.5,3.0,-10.0,-2.5,-8.0,6.5
SK,20.0,18.5,0.0,21.5,8.5,16.0,10.5,25.0
넥센,-1.5,-3.0,-21.5,0.0,-13.0,-5.5,-11.0,3.5
두산,11.5,10.0,-8.5,13.0,0.0,7.5,2.0,16.5
롯데,4.0,2.5,-16.0,5.5,-7.5,0.0,-5.5,9.0
삼성,9.5,8.0,-10.5,11.0,-2.0,5.5,0.0,14.5
한화,-5.0,-6.5,-25.0,-3.5,-16.5,-9.0,-14.5,0.0
