Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,27.5,21.5,18.0,31.5,9.5,16.0,14.0
OB,-27.5,0.0,-6.0,-9.5,4.0,-18.0,-11.5,-13.5
롯데,-21.5,6.0,0.0,-3.5,10.0,-12.0,-5.5,-7.5
삼성,-18.0,9.5,3.5,0.0,13.5,-8.5,-2.0,-4.0
쌍방울,-31.5,-4.0,-10.0,-13.5,0.0,-22.0,-15.5,-17.5
태평양,-9.5,18.0,12.0,8.5,22.0,0.0,6.5,4.5
한화,-16.0,11.5,5.5,2.0,15.5,-6.5,0.0,-2.0
해태,-14.0,13.5,7.5,4.0,17.5,-4.5,2.0,0.0
