Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,4.0,7.5,9.0,21.0,16.0,10.5,8.0
OB,-4.0,0.0,3.5,5.0,17.0,12.0,6.5,4.0
롯데,-7.5,-3.5,0.0,1.5,13.5,8.5,3.0,0.5
삼성,-9.0,-5.0,-1.5,0.0,12.0,7.0,1.5,-1.0
쌍방울,-21.0,-17.0,-13.5,-12.0,0.0,-5.0,-10.5,-13.0
태평양,-16.0,-12.0,-8.5,-7.0,5.0,0.0,-5.5,-8.0
한화,-10.5,-6.5,-3.0,-1.5,10.5,5.5,0.0,-2.5
해태,-8.0,-4.0,-0.5,1.0,13.0,8.0,2.5,0.0
