Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,5.0,12.5,4.0,8.5,14.5,2.5,12.5
OB,-5.0,0.0,7.5,-1.0,3.5,9.5,-2.5,7.5
롯데,-12.5,-7.5,0.0,-8.5,-4.0,2.0,-10.0,0.0
삼성,-4.0,1.0,8.5,0.0,4.5,10.5,-1.5,8.5
쌍방울,-8.5,-3.5,4.0,-4.5,0.0,6.0,-6.0,4.0
한화,-14.5,-9.5,-2.0,-10.5,-6.0,0.0,-12.0,-2.0
해태,-2.5,2.5,10.0,1.5,6.0,12.0,0.0,10.0
현대,-12.5,-7.5,0.0,-8.5,-4.0,2.0,-10.0,0.0
