Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,2.5,-10.0,4.0,-9.5,0.0,-2.5,-15.0,7.5
LG,-2.5,0.0,-12.5,1.5,-12.0,-2.5,-5.0,-17.5,5.0
NC,10.0,12.5,0.0,14.0,0.5,10.0,7.5,-5.0,17.5
SK,-4.0,-1.5,-14.0,0.0,-13.5,-4.0,-6.5,-19.0,3.5
넥센,9.5,12.0,-0.5,13.5,0.0,9.5,7.0,-5.5,17.0
두산,0.0,2.5,-10.0,4.0,-9.5,0.0,-2.5,-15.0,7.5
롯데,2.5,5.0,-7.5,6.5,-7.0,2.5,0.0,-12.5,10.0
삼성,15.0,17.5,5.0,19.0,5.5,15.0,12.5,0.0,22.5
한화,-7.5,-5.0,-17.5,-3.5,-17.0,-7.5,-10.0,-22.5,0.0
