Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,2.0,0.0,13.0,7.0,8.5,-2.0,8.5
LG,-2.0,0.0,-2.0,11.0,5.0,6.5,-4.0,6.5
SK,0.0,2.0,0.0,13.0,7.0,8.5,-2.0,8.5
넥센,-13.0,-11.0,-13.0,0.0,-6.0,-4.5,-15.0,-4.5
두산,-7.0,-5.0,-7.0,6.0,0.0,1.5,-9.0,1.5
롯데,-8.5,-6.5,-8.5,4.5,-1.5,0.0,-10.5,0.0
삼성,2.0,4.0,2.0,15.0,9.0,10.5,0.0,10.5
한화,-8.5,-6.5,-8.5,4.5,-1.5,0.0,-10.5,0.0
